,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,head box_x1,head box_y1,head box_x2,head box_y2,Category
20224,061617908.jpg,-1,-1,-1,-1,649,281,652,290,553,426,520,555,-1,-1,501,238,-1,-1,-1,-1,494,395,513,325,511,264,490,211,476,270,443,329,380,150,474,248,winter activities
20225,024345636.jpg,-1,-1,848,618,586,466,638,392,906,452,1183,506,-1,-1,-1,-1,-1,-1,-1,-1,183,364,267,476,291,432,408,316,-1,-1,-1,-1,213,237,340,383,winter activities
20226,024345636.jpg,926,395,788,373,798,272,699,330,554,556,747,665,749,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,484,142,389,267,533,302,524,413,343,173,417,242,winter activities
20227,098824716.jpg,485,458,448,391,473,317,495,311,506,388,534,433,-1,-1,-1,-1,-1,-1,-1,-1,443,327,446,297,451,237,514,234,525,305,482,333,443,172,487,231,winter activities
20228,098824716.jpg,962,381,950,323,948,263,974,264,979,323,983,382,961,264,960,187,-1,-1,-1,-1,922,248,922,227,937,189,983,185,987,232,977,270,935,130,961,165,winter activities
20229,098824716.jpg,1022,386,1026,325,1026,263,1053,273,1055,334,1064,398,1040,268,1042,198,-1,-1,-1,-1,-1,-1,1011,239,1023,199,1061,197,1071,244,1057,277,1023,140,1055,185,winter activities
20230,098824716.jpg,1090,401,1090,354,1089,277,1124,278,1125,358,1131,417,-1,-1,1112,202,-1,-1,-1,-1,-1,-1,1072,234,1088,203,1135,200,1135,253,1121,288,1092,139,1126,183,winter activities
20231,098824716.jpg,1170,411,1171,333,1173,279,1209,277,1211,340,1208,417,1191,278,1194,183,-1,-1,-1,-1,1164,257,1157,226,1165,188,1223,177,-1,-1,-1,-1,1168,135,1207,184,winter activities
20232,098824716.jpg,1231,414,1221,348,1232,282,1265,282,1266,347,1279,429,1249,282,1249,194,-1,-1,-1,-1,1218,296,1219,248,1225,192,1272,196,1272,246,1269,294,1215,121,1262,171,winter activities
20233,098824716.jpg,307,419,300,354,294,284,322,279,332,354,342,419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,285,190,324,190,334,237,348,285,283,128,319,171,winter activities
20234,098824716.jpg,256,431,252,365,248,298,277,300,279,364,276,431,263,299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,238,229,289,231,296,265,299,299,240,158,272,200,winter activities
20235,098824716.jpg,205,435,203,382,201,317,228,314,222,381,225,431,-1,-1,-1,-1,-1,-1,-1,-1,193,252,177,267,182,214,235,220,246,270,215,290,192,161,231,209,winter activities
20236,098824716.jpg,-1,-1,-1,-1,128,313,162,315,175,379,171,449,-1,-1,-1,-1,-1,-1,-1,-1,154,242,-1,-1,118,199,149,202,-1,-1,-1,-1,116,134,161,185,winter activities
20237,098824716.jpg,91,465,101,380,98,307,119,307,128,379,123,455,-1,-1,89,205,-1,-1,-1,-1,94,310,72,266,59,206,118,204,122,257,138,295,69,132,109,186,winter activities
20238,098824716.jpg,390,428,387,360,361,299,374,297,369,363,362,421,-1,-1,-1,-1,-1,-1,-1,-1,375,309,356,253,366,207,377,206,-1,-1,-1,-1,361,161,402,206,winter activities
20239,098824716.jpg,-1,-1,-1,-1,655,326,599,331,-1,-1,-1,-1,627,329,634,487,-1,-1,-1,-1,690,642,698,564,682,486,585,488,569,560,580,631,611,505,666,543,winter activities
20240,095212388.jpg,537,532,619,394,667,307,768,301,886,381,921,355,718,304,-1,-1,-1,-1,-1,-1,497,334,545,247,603,200,719,266,739,371,729,510,558,194,655,294,winter activities
20241,084926875.jpg,798,638,726,520,763,380,761,377,721,513,730,657,762,379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,686,237,704,239,736,325,706,404,634,118,709,203,winter activities
20242,066989087.jpg,-1,-1,968,516,931,347,990,344,1013,500,-1,-1,961,346,943,179,-1,-1,-1,-1,897,375,884,288,881,189,1005,169,1040,277,1043,360,899,58,967,143,winter activities
20243,073293262.jpg,-1,-1,677,481,670,347,707,344,735,471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,670,198,703,203,735,285,693,350,643,92,711,169,winter activities
20244,023416869.jpg,864,266,754,282,636,296,613,327,594,454,597,576,625,312,531,215,-1,-1,-1,-1,645,195,611,193,566,200,495,229,431,229,382,249,476,129,539,195,winter activities
20245,037126692.jpg,606,602,654,476,657,348,609,350,539,482,480,593,633,349,608,209,-1,-1,-1,-1,665,45,671,112,653,187,563,231,555,317,551,386,564,125,625,191,winter activities
20246,014730135.jpg,471,551,520,448,480,378,515,387,429,484,360,564,498,383,-1,-1,-1,-1,-1,-1,697,376,642,370,549,307,573,310,-1,-1,637,336,559,237,605,299,winter activities
20247,050576544.jpg,601,180,614,253,753,377,755,424,780,552,805,694,754,401,842,279,-1,-1,-1,-1,759,151,805,197,862,272,822,285,753,241,680,201,820,182,923,272,winter activities
20248,045572740.jpg,580,591,639,495,682,399,657,389,576,482,512,586,670,394,713,333,-1,-1,-1,-1,-1,-1,746,387,746,352,679,314,634,338,570,371,713,265,759,325,winter activities
20249,099716281.jpg,691,612,768,476,688,375,731,383,834,461,816,618,710,379,786,262,-1,-1,-1,-1,582,254,651,267,742,259,830,264,909,267,979,256,784,177,849,261,winter activities
20250,061120865.jpg,440,415,-1,-1,650,326,664,350,556,442,609,560,-1,-1,-1,-1,-1,-1,-1,-1,440,312,503,296,551,229,549,254,554,359,520,407,494,129,569,219,winter activities
20251,078644482.jpg,614,596,662,461,642,350,604,349,620,465,545,556,623,350,616,210,-1,-1,-1,-1,643,327,663,271,650,199,581,220,548,283,502,337,592,121,641,191,winter activities
20252,033401467.jpg,846,583,779,440,786,319,846,322,832,440,799,572,816,321,803,162,-1,-1,-1,-1,-1,-1,730,250,747,158,858,165,866,245,786,220,756,72,828,155,winter activities
20256,061508497.jpg,807,523,844,431,861,328,925,364,879,496,932,472,-1,-1,847,363,-1,-1,-1,-1,814,218,825,260,807,318,887,407,903,503,913,605,767,344,844,422,winter activities
20257,069699233.jpg,473,512,532,512,560,588,580,600,660,634,609,666,-1,-1,638,534,-1,-1,-1,-1,514,449,-1,-1,617,503,658,564,-1,-1,-1,-1,651,470,720,549,winter activities
20258,029443078.jpg,634,530,610,431,607,314,650,328,703,418,689,524,629,321,678,206,-1,-1,-1,-1,615,219,577,213,634,187,721,225,743,285,775,330,672,135,730,214,winter activities
20259,054863839.jpg,506,594,584,483,522,363,563,365,481,497,363,588,-1,-1,-1,-1,-1,-1,-1,-1,456,288,497,237,549,177,648,216,-1,-1,-1,-1,624,117,715,208,winter activities
20260,063403697.jpg,573,242,592,181,686,153,707,194,633,217,643,265,697,174,727,130,-1,-1,-1,-1,-1,-1,735,59,700,82,753,177,758,227,751,289,710,72,777,143,winter activities
20261,058909468.jpg,742,444,-1,-1,521,335,557,264,756,331,859,439,539,300,-1,-1,-1,-1,-1,-1,591,424,-1,-1,485,254,447,351,460,405,479,458,420,325,482,384,winter activities
20262,058909468.jpg,539,292,546,243,532,203,522,202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,573,192,563,148,533,155,-1,-1,-1,-1,546,124,575,150,winter activities
20263,091519371.jpg,347,381,459,386,376,310,514,312,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,548,399,507,399,514,319,388,305,-1,-1,-1,-1,530,321,604,384,winter activities
20264,091519371.jpg,-1,-1,-1,-1,394,234,434,232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,309,184,335,169,421,201,-1,-1,-1,-1,335,150,387,231,winter activities
20267,097098406.jpg,479,699,745,584,1012,94,1068,85,-1,-1,767,227,-1,-1,-1,-1,-1,-1,-1,-1,882,97,1099,134,1325,305,1387,311,1257,547,1155,690,1377,388,1617,574,winter activities
20268,066742801.jpg,951,804,951,648,1062,489,1040,497,1069,699,1199,824,-1,-1,969,272,-1,-1,-1,-1,1189,439,1141,347,1040,261,898,282,876,371,855,468,854,137,946,260,winter activities
20269,066742801.jpg,1662,567,1681,486,1687,392,1731,384,1736,471,1725,559,1709,388,1711,230,-1,-1,-1,-1,1643,377,1641,313,1665,235,1757,224,1768,305,1776,377,1681,143,1732,213,winter activities
20270,066742801.jpg,1241,518,1249,437,1249,360,1290,363,1286,442,1287,520,1270,362,1268,252,-1,-1,-1,-1,1214,366,1211,318,1229,252,1307,251,1320,308,1327,365,1248,170,1300,227,winter activities
20271,097191413.jpg,-1,-1,617,407,702,447,792,457,782,407,582,607,-1,-1,700,274,-1,-1,-1,-1,337,459,482,352,612,271,787,276,857,447,892,569,639,130,752,281,winter activities
20272,083247800.jpg,967,954,909,763,970,518,1055,512,1105,783,1155,951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1003,228,1058,216,1052,360,1016,484,936,27,1049,177,winter activities
20273,083247800.jpg,630,967,653,745,656,515,533,507,501,717,495,932,595,511,632,185,-1,-1,-1,-1,742,504,717,375,734,196,530,173,495,375,-1,-1,612,1,757,138,winter activities
20274,027083214.jpg,1300,949,1276,785,1255,540,1315,545,1329,790,1368,982,1285,543,1330,291,-1,-1,-1,-1,1288,381,1214,386,1279,314,1380,268,1300,362,1238,367,1254,133,1356,254,winter activities
20275,027083214.jpg,905,897,861,747,885,552,983,561,996,750,973,907,934,557,1036,291,-1,-1,-1,-1,856,280,854,336,949,258,1123,324,1179,415,1103,393,1027,119,1127,255,winter activities
20276,027083214.jpg,-1,-1,-1,-1,454,452,425,460,369,587,401,726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,454,270,421,290,377,373,338,448,362,186,444,273,winter activities
20277,027083214.jpg,1581,716,1587,602,1544,449,1515,455,1542,608,1515,707,-1,-1,-1,-1,-1,-1,-1,-1,1660,480,1625,403,1600,316,1538,312,-1,-1,-1,-1,1580,213,1633,294,winter activities
20278,027083214.jpg,1705,655,1718,563,1699,477,1710,472,-1,-1,1682,661,-1,-1,-1,-1,-1,-1,-1,-1,1768,451,1724,416,1716,347,1750,350,-1,-1,-1,-1,1718,264,1768,335,winter activities
20279,042743567.jpg,1241,581,1213,442,1271,327,1222,314,1149,445,1205,583,-1,-1,1221,139,-1,-1,-1,-1,1313,338,1307,253,1277,133,1164,144,1128,246,1077,323,1149,4,1236,104,winter activities
20280,042743567.jpg,1367,535,1346,484,1341,551,1404,539,1469,451,1420,537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1242,500,1304,530,1423,530,1488,546,1506,479,1339,435,1398,510,winter activities
20281,042743567.jpg,870,274,874,230,880,183,861,185,-1,-1,-1,-1,871,184,884,131,-1,-1,-1,-1,-1,-1,-1,-1,864,130,903,131,903,164,-1,-1,864,83,898,118,winter activities
20282,042743567.jpg,822,268,829,212,826,154,802,150,809,212,802,266,-1,-1,836,90,-1,-1,-1,-1,-1,-1,848,135,856,92,816,88,798,128,781,158,830,48,862,80,winter activities
20283,023839244.jpg,1311,809,1265,684,1229,477,1359,472,1443,655,1354,896,1294,475,-1,-1,-1,-1,-1,-1,1311,581,1306,412,1386,254,1508,251,1525,328,1554,391,1488,110,1637,281,winter activities
20284,023839244.jpg,1165,301,1199,256,1202,183,1177,183,-1,-1,1183,318,1190,183,1204,103,-1,-1,-1,-1,1265,176,1245,154,1228,105,1179,101,1167,151,1156,193,1188,46,1230,87,winter activities
20285,000419716.jpg,906,889,919,638,860,441,991,417,999,630,1071,881,926,429,874,181,-1,-1,-1,-1,727,467,714,340,764,201,983,161,1087,252,1143,350,812,31,921,195,winter activities
20286,018804875.jpg,-1,-1,-1,-1,755,218,798,237,807,497,600,727,-1,-1,992,431,-1,-1,-1,-1,745,274,904,296,1034,383,950,479,913,615,1096,606,1054,400,1226,552,winter activities
20287,000406059.jpg,991,872,975,759,1001,612,1083,602,1080,749,1054,812,1042,607,1006,393,-1,-1,-1,-1,818,547,864,475,936,398,1076,388,1121,494,1138,598,961,308,1045,411,winter activities
20288,000406059.jpg,1475,733,1382,628,1423,519,1444,523,1454,690,1583,712,-1,-1,-1,-1,-1,-1,-1,-1,1253,349,1303,344,1358,316,1351,342,1318,480,1227,516,1250,232,1332,336,winter activities
20289,071983846.jpg,919,614,903,490,868,388,820,390,867,498,881,609,844,389,866,261,-1,-1,-1,-1,942,396,915,329,908,261,823,261,796,352,-1,-1,839,169,886,235,winter activities
20290,071983846.jpg,746,582,733,459,701,370,667,373,700,478,711,589,684,372,689,248,-1,-1,-1,-1,-1,-1,757,316,726,245,651,251,621,326,628,387,685,162,744,223,winter activities
20291,042553430.jpg,826,580,805,460,786,346,841,327,903,426,955,529,814,337,782,201,-1,-1,-1,-1,607,232,664,224,725,205,839,197,865,269,894,349,749,95,805,180,winter activities
20292,042553430.jpg,514,569,510,465,511,377,544,375,549,466,543,575,528,376,518,212,-1,-1,-1,-1,558,240,510,235,475,213,561,210,-1,-1,583,224,472,131,531,202,winter activities
20293,031257473.jpg,597,570,594,465,591,341,561,335,540,453,516,528,-1,-1,597,208,-1,-1,-1,-1,564,341,581,288,605,223,588,192,-1,-1,-1,-1,591,139,652,198,winter activities
20294,031257473.jpg,625,530,638,432,657,335,705,338,717,447,736,548,681,337,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,636,193,720,206,742,282,739,351,637,102,700,180,winter activities
20295,076172089.jpg,833,548,822,408,836,320,836,312,974,319,1086,343,-1,-1,759,230,-1,-1,-1,-1,658,309,724,306,735,250,783,209,846,232,865,275,700,145,762,222,winter activities
20296,076172089.jpg,423,554,437,456,424,349,399,331,324,370,261,381,412,340,463,244,-1,-1,-1,-1,610,307,551,300,489,261,436,226,424,153,412,108,442,169,498,228,winter activities
20297,083248677.jpg,800,555,763,457,698,332,649,333,652,459,644,571,674,333,677,197,-1,-1,-1,-1,778,304,766,254,718,194,635,199,-1,-1,-1,-1,647,107,698,167,winter activities
20298,097529954.jpg,-1,-1,-1,-1,643,472,700,491,602,581,551,691,672,482,662,327,-1,-1,-1,-1,-1,-1,-1,-1,624,317,700,337,649,419,568,436,609,202,686,300,winter activities
20299,097529954.jpg,-1,-1,-1,-1,560,480,576,492,480,548,442,625,-1,-1,560,320,-1,-1,-1,-1,-1,-1,-1,-1,510,320,610,319,-1,-1,753,267,543,227,603,306,winter activities
20300,064201358.jpg,850,522,775,516,807,405,776,410,739,527,800,625,792,408,-1,-1,-1,-1,-1,-1,609,373,646,347,682,307,709,285,726,363,733,431,632,213,697,290,winter activities
20301,064201358.jpg,563,623,605,497,528,395,489,377,454,480,332,548,509,386,639,267,-1,-1,-1,-1,710,437,667,387,663,290,615,243,543,300,-1,-1,638,183,717,250,winter activities
20302,046152896.jpg,794,583,802,453,719,331,674,332,612,457,634,573,697,332,686,197,-1,-1,-1,-1,750,299,730,247,730,181,641,213,-1,-1,-1,-1,655,91,717,162,winter activities
20303,046152896.jpg,394,466,473,423,471,323,513,341,510,424,433,516,492,332,535,187,-1,-1,-1,-1,556,275,502,245,491,181,579,192,605,224,635,254,526,114,588,195,winter activities
20304,030526430.jpg,670,566,-1,-1,729,390,733,395,670,472,737,541,731,393,-1,-1,-1,-1,-1,-1,-1,-1,666,354,691,293,670,262,613,290,554,274,645,216,700,263,winter activities
20305,030526430.jpg,449,532,513,436,472,351,526,368,573,426,521,524,499,360,-1,-1,-1,-1,-1,-1,597,349,539,331,528,262,569,242,-1,-1,-1,-1,548,176,598,250,winter activities
20306,022231821.jpg,761,520,702,467,672,379,699,359,761,404,787,429,686,369,649,303,-1,-1,-1,-1,545,392,584,357,619,320,679,285,733,268,767,252,612,235,654,287,winter activities
20307,022231821.jpg,500,479,436,417,408,352,441,328,502,360,549,411,425,340,386,261,-1,-1,-1,-1,369,340,325,329,356,268,415,254,463,257,485,292,353,196,405,254,winter activities
20308,021292595.jpg,849,560,803,489,747,437,771,387,827,466,870,538,759,412,619,348,-1,-1,-1,-1,675,453,670,413,621,390,617,305,627,283,640,269,554,322,616,361,winter activities
20309,021292595.jpg,466,582,550,490,625,410,680,405,-1,-1,693,568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,635,308,709,282,756,254,812,223,636,218,702,285,winter activities
20310,040918937.jpg,814,609,795,508,798,423,851,429,854,521,844,620,825,426,826,320,-1,-1,-1,-1,676,386,740,357,792,319,860,320,891,355,865,391,803,250,849,316,winter activities
20311,040918937.jpg,-1,-1,-1,-1,464,505,515,511,469,545,493,622,-1,-1,483,425,-1,-1,-1,-1,497,440,443,480,449,429,517,420,568,415,631,405,450,377,494,437,winter activities
20312,099178636.jpg,-1,-1,-1,-1,640,408,697,432,651,497,622,572,-1,-1,-1,-1,-1,-1,-1,-1,540,360,-1,-1,616,280,709,327,701,405,-1,-1,646,209,705,286,winter activities
20313,099178636.jpg,487,586,543,484,562,391,615,392,622,458,-1,-1,589,392,579,280,-1,-1,-1,-1,391,336,474,307,540,290,617,269,-1,-1,-1,-1,561,194,610,265,winter activities
20380,013645112.jpg,1093,681,1096,598,1075,456,1010,440,1011,599,-1,-1,1043,448,1053,280,-1,-1,-1,-1,1122,442,1135,381,1120,275,985,285,981,379,966,447,1010,161,1081,243,walking
20381,013645112.jpg,826,705,834,572,809,438,736,441,756,582,758,712,773,440,780,245,-1,-1,-1,-1,883,453,868,350,841,245,719,245,685,363,682,417,751,124,824,218,walking
20382,013645112.jpg,595,465,601,407,604,323,568,325,569,408,576,463,586,324,581,239,-1,-1,-1,-1,644,339,630,291,618,240,543,237,534,290,536,326,571,176,604,219,walking
20383,013645112.jpg,457,456,461,417,457,349,421,349,428,408,434,474,439,349,442,267,-1,-1,-1,-1,486,349,480,304,471,265,412,269,405,317,400,356,422,209,457,254,walking
20406,072870925.jpg,-1,-1,501,615,450,494,499,504,509,624,-1,-1,475,499,493,328,-1,-1,-1,-1,390,199,372,273,443,306,542,349,550,445,537,526,446,219,517,308,walking
20407,072870925.jpg,-1,-1,-1,-1,779,712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,816,410,919,431,814,334,779,204,825,279,952,420,walking
20425,040423576.jpg,-1,-1,-1,-1,768,747,809,711,-1,-1,-1,-1,789,729,-1,-1,-1,-1,-1,-1,768,646,-1,-1,737,605,802,573,-1,-1,-1,-1,795,465,881,573,bicycling
20426,077612997.jpg,-1,-1,-1,-1,1078,499,1141,523,1175,641,1188,740,-1,-1,1124,396,-1,-1,-1,-1,983,468,1023,432,1076,392,1171,400,1211,449,1221,493,1081,301,1145,381,bicycling
20427,095342698.jpg,-1,-1,917,974,1029,855,1053,876,974,1048,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,768,977,-1,-1,795,833,828,893,817,1037,-1,-1,652,799,780,915,bicycling
20428,095342698.jpg,984,680,1000,651,1036,646,1050,644,1018,633,1016,659,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1034,603,1044,594,1039,620,1002,633,1013,565,1038,596,bicycling
20429,007894696.jpg,-1,-1,1424,414,1437,322,1476,278,1504,378,1554,506,1457,300,1328,233,-1,-1,-1,-1,-1,-1,1325,337,1315,265,1340,200,1370,227,1361,290,1232,177,1318,254,bicycling
20430,053553668.jpg,596,826,529,753,517,660,472,664,446,786,490,843,495,662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,375,591,330,640,312,723,308,804,276,594,336,652,bicycling
20432,022539389.jpg,-1,-1,1422,540,1530,444,1581,475,-1,-1,1434,703,-1,-1,-1,-1,-1,-1,-1,-1,1354,453,1417,400,1499,321,1564,395,1559,523,1468,622,1426,243,1517,373,bicycling
20433,050581068.jpg,324,816,425,718,322,612,262,593,-1,-1,-1,-1,292,603,-1,-1,-1,-1,-1,-1,572,747,524,667,485,590,432,566,425,648,464,749,481,538,533,619,bicycling
20704,097578934.jpg,-1,-1,267,362,265,298,300,297,-1,-1,-1,-1,283,298,285,200,-1,-1,-1,-1,245,269,237,246,253,200,317,200,336,255,322,278,266,141,303,197,walking
20727,098551936.jpg,671,412,666,350,677,287,701,287,700,351,716,414,689,287,685,213,-1,-1,-1,-1,634,207,640,235,661,215,708,211,724,250,720,286,670,154,702,201,water activities
20728,036711577.jpg,705,554,679,450,706,320,761,317,739,460,771,581,734,319,719,183,-1,-1,-1,-1,620,139,657,163,681,174,756,192,753,275,740,341,682,86,746,172,water activities
20729,077857719.jpg,475,370,469,311,458,245,438,245,426,313,421,371,448,245,451,196,-1,-1,-1,-1,512,201,496,219,475,196,427,196,415,219,-1,-1,431,136,467,184,water activities
20730,032564649.jpg,-1,-1,-1,-1,658,304,648,301,619,400,647,503,-1,-1,-1,-1,-1,-1,-1,-1,576,149,597,141,647,158,693,184,717,243,688,283,640,82,696,166,water activities
20731,047501676.jpg,614,519,616,414,646,311,690,311,697,422,719,519,668,311,645,178,-1,-1,-1,-1,565,260,585,233,608,192,681,163,690,136,646,93,616,98,667,174,water activities
20732,038846364.jpg,645,495,659,394,629,301,616,299,632,391,603,468,-1,-1,-1,-1,-1,-1,-1,-1,719,290,672,243,629,179,651,161,709,132,740,107,625,91,672,169,water activities
20733,034253923.jpg,733,488,714,389,742,299,787,299,755,408,784,517,765,299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,754,165,781,136,730,149,669,139,698,68,758,155,water activities
20734,002185138.jpg,704,437,689,361,706,274,726,273,709,361,733,449,-1,-1,688,189,-1,-1,-1,-1,655,294,661,246,665,199,710,179,727,228,693,273,650,113,692,172,water activities
20735,036002094.jpg,347,478,402,453,441,453,458,456,469,464,474,529,450,455,-1,-1,-1,-1,-1,-1,-1,-1,397,428,417,392,455,385,423,401,385,422,424,330,458,373,water activities
20736,088948999.jpg,813,454,814,373,807,279,762,279,753,368,751,452,785,279,797,148,-1,-1,-1,-1,-1,-1,830,210,835,156,759,140,718,149,687,133,783,68,826,124,water activities
20737,069039334.jpg,-1,-1,833,623,846,429,921,424,926,622,-1,-1,884,427,862,220,-1,-1,-1,-1,-1,-1,-1,-1,784,242,939,198,896,267,806,294,824,84,892,193,water activities
20738,014542286.jpg,596,553,631,448,641,379,675,373,678,453,648,553,658,376,-1,-1,-1,-1,-1,-1,615,397,604,336,607,275,664,245,694,243,665,221,607,175,660,254,water activities
20739,059115500.jpg,725,652,720,509,762,385,697,388,638,507,638,657,730,387,622,223,-1,-1,-1,-1,-1,-1,-1,-1,659,198,585,247,549,339,498,420,524,154,595,249,water activities
20740,089223086.jpg,578,456,584,383,603,315,634,315,644,384,633,460,619,315,-1,-1,-1,-1,-1,-1,546,348,556,297,560,244,632,223,629,230,585,233,565,175,603,231,water activities
20741,070003404.jpg,-1,-1,-1,-1,667,314,657,319,616,416,641,538,-1,-1,-1,-1,-1,-1,-1,-1,588,333,-1,-1,608,197,630,165,638,214,574,256,568,87,628,172,water activities
20742,014868439.jpg,570,659,547,520,585,395,667,381,646,537,657,682,626,388,538,228,-1,-1,-1,-1,419,465,465,328,484,248,592,208,560,284,476,294,466,127,554,250,water activities
20743,086783250.jpg,753,615,751,471,755,304,816,314,794,480,802,652,-1,-1,807,128,-1,-1,-1,-1,-1,-1,661,110,773,117,840,138,867,252,785,297,769,0,846,108,water activities
20744,086783250.jpg,645,368,636,301,653,231,662,229,652,303,658,381,-1,-1,-1,-1,-1,-1,-1,-1,599,170,623,195,644,165,651,163,634,211,598,241,622,104,654,142,water activities
20745,030154401.jpg,613,482,644,413,636,322,680,310,705,400,700,474,658,316,651,256,-1,-1,-1,-1,594,436,602,359,616,282,685,229,716,258,-1,-1,613,206,672,283,water activities
20746,045407614.jpg,680,432,664,358,665,278,691,277,705,361,723,440,-1,-1,-1,-1,-1,-1,-1,-1,646,169,-1,-1,668,148,724,188,713,243,690,277,674,100,716,157,water activities
20747,005438697.jpg,594,532,612,406,652,286,713,288,739,403,748,541,683,287,677,181,-1,-1,-1,-1,572,183,593,221,615,178,738,184,764,211,785,246,646,103,706,163,water activities
20748,026577366.jpg,-1,-1,713,466,699,331,633,330,596,466,-1,-1,666,331,659,241,-1,-1,-1,-1,710,218,744,248,710,237,607,244,-1,-1,-1,-1,624,190,682,230,water activities
